CustomerID,Month,Amount,PaymentMethod,PaymentTimeliness
CUST1019,2023-01,23.398301330544076,Card,On-time
CUST1019,2023-02,44.42029032803545,,Late
CUST1019,2023-03,27.574829978233826,Online,Late
CUST1019,2023-04,38.274903679830004,Cash,Late
CUST1019,2023-05,78.62150679999218,Cash,On-time
CUST1019,2023-06,25.434065149304395,Cash,
CUST1019,2023-07,43.24508092619642,Card,Late
CUST1019,2023-08,66.23597926782743,Cash,On-time
CUST1019,2023-09,76.18388957103126,,On-time
CUST1019,2023-10,54.725220895810324,Cash,Late
CUST1019,2023-11,47.429499162193196,Online,On-time
CUST1019,2023-12,,Cash,On-time
CUST1020,2023-01,35.07904399509109,Online,On-time
CUST1020,2023-02,39.467510679209845,Online,On-time
CUST1020,2023-03,56.94452272156959,,Late
CUST1020,2023-04,89.65810453217564,Cash,Late
CUST1020,2023-05,27.816256888085995,Cash,On-time
CUST1020,2023-06,62.13982819440369,Card,Late
CUST1020,2023-07,,,
CUST1020,2023-08,49.20027964669747,Cash,
CUST1020,2023-09,83.21955807209179,Cash,On-time
CUST1020,2023-10,41.84095964320254,Cash,Late
CUST1020,2023-11,58.35845049528005,Cash,
CUST1020,2023-12,82.8494203214915,Online,Late
CUST1021,2023-01,56.35278010251711,Cash,On-time
CUST1021,2023-02,,Card,On-time
CUST1021,2023-03,41.99754931623592,Card,On-time
CUST1021,2023-04,20.486664873196744,Cash,On-time
CUST1021,2023-05,96.67602851619665,,On-time
CUST1021,2023-06,67.97633092085957,Card,On-time
CUST1021,2023-07,,Online,On-time
CUST1021,2023-08,58.449658689331514,Cash,Late
CUST1021,2023-09,73.04504393033537,Cash,On-time
CUST1021,2023-10,96.58534810324417,,Late
CUST1021,2023-11,28.151251680271674,Cash,Late
CUST1021,2023-12,90.71137900328839,Cash,On-time
CUST1022,2023-01,23.840184210410342,Cash,On-time
CUST1022,2023-02,74.89999486860057,Card,On-time
CUST1022,2023-03,78.98522190504777,Cash,On-time
CUST1022,2023-04,67.48905732555073,Cash,Late
CUST1022,2023-05,74.88585243381756,Cash,On-time
CUST1022,2023-06,61.432572851222886,Online,Late
CUST1022,2023-07,42.21725113924581,Card,On-time
CUST1022,2023-08,49.60464288369281,Card,On-time
CUST1022,2023-09,30.890915228040903,Card,Late
CUST1022,2023-10,,Card,Late
CUST1022,2023-11,46.33947830108616,Card,Late
CUST1022,2023-12,23.637170176394065,Card,On-time
CUST1023,2023-01,91.8494066882849,Online,On-time
CUST1023,2023-02,69.4941367255092,Cash,On-time
CUST1023,2023-03,89.85951565930569,Card,Late
CUST1023,2023-04,52.10687544795408,Card,Late
CUST1023,2023-05,73.08455356468488,Card,On-time
CUST1023,2023-06,52.12130033476815,Cash,
CUST1023,2023-07,52.943019136620535,Card,On-time
CUST1023,2023-08,87.01910076142111,Online,On-time
CUST1023,2023-09,,,
CUST1023,2023-10,25.653677175608447,Cash,Late
CUST1023,2023-11,77.59913848261795,Card,On-time
CUST1023,2023-12,92.3501466928794,Cash,Late
CUST1024,2023-01,94.2114164406876,Online,On-time
CUST1024,2023-02,41.075420751744744,Card,On-time
CUST1024,2023-03,93.24735884118957,Card,Late
CUST1024,2023-04,84.52501057043226,Card,On-time
CUST1024,2023-05,22.100545504792485,Card,Late
CUST1024,2023-06,96.61632856051898,Card,
CUST1024,2023-07,23.9057633540296,Card,Late
CUST1024,2023-08,36.707233313823366,Card,Late
CUST1024,2023-09,83.38319626647218,Card,Late
CUST1024,2023-10,99.47088896229351,Cash,On-time
CUST1024,2023-11,71.27334197152604,Cash,Late
CUST1024,2023-12,60.77939600340965,Cash,On-time
CUST1025,2023-01,21.386077740455764,Cash,On-time
CUST1025,2023-02,30.030498294118438,Card,On-time
CUST1025,2023-03,52.11176930501554,Cash,Late
CUST1025,2023-04,25.461269268440077,Cash,On-time
CUST1025,2023-05,93.63778404911105,Online,Late
CUST1025,2023-06,73.68899986995487,Card,On-time
CUST1025,2023-07,47.73123455705543,Card,Late
CUST1025,2023-08,,Card,On-time
CUST1025,2023-09,79.63619308056164,Cash,Late
CUST1025,2023-10,79.24151516942939,Online,On-time
CUST1025,2023-11,91.9961123125141,Card,On-time
CUST1025,2023-12,22.3184472199981,Card,On-time
CUST1026,2023-01,43.142593955357036,Online,On-time
CUST1026,2023-02,96.332453555496,Online,
CUST1026,2023-03,91.64665519929451,Card,On-time
CUST1026,2023-04,53.96489905652457,Online,Late
CUST1026,2023-05,85.87606465516588,Card,On-time
CUST1026,2023-06,38.11550096831137,Cash,On-time
CUST1026,2023-07,83.65130759083654,Cash,On-time
CUST1026,2023-08,90.30001110675948,Online,On-time
CUST1026,2023-09,,Online,Late
CUST1026,2023-10,66.98865649751161,Cash,Late
CUST1026,2023-11,56.25253954440212,Card,
CUST1026,2023-12,78.93779412011172,Cash,On-time
CUST1027,2023-01,25.833360954160433,Online,On-time
CUST1027,2023-02,61.55437831738467,Online,Late
CUST1027,2023-03,52.24283911477482,,On-time
CUST1027,2023-04,68.96396971585226,Card,On-time
CUST1027,2023-05,42.13759980338394,Card,On-time
CUST1027,2023-06,69.18059109925188,Online,On-time
CUST1027,2023-07,51.35649121137217,Cash,Late
CUST1027,2023-08,87.73239308018353,Cash,Late
CUST1027,2023-09,85.8476464236507,,Late
CUST1027,2023-10,24.720266719928023,,On-time
CUST1027,2023-11,24.2664054565397,,Late
CUST1027,2023-12,87.7772934208012,Cash,
CUST1028,2023-01,60.205358143151805,Card,Late
CUST1028,2023-02,89.77174878871,Online,
CUST1028,2023-03,82.10253312146344,Online,On-time
CUST1028,2023-04,61.71908973647116,Online,On-time
CUST1028,2023-05,20.397798825787934,Cash,On-time
CUST1028,2023-06,33.517772003031226,Cash,On-time
CUST1028,2023-07,50.33695249885075,Cash,On-time
CUST1028,2023-08,88.01687852815901,Card,On-time
CUST1028,2023-09,45.80627156026685,Card,On-time
CUST1028,2023-10,69.5317708839352,Cash,Late
CUST1028,2023-11,,,On-time
CUST1028,2023-12,30.671727115264744,Online,On-time
CUST1029,2023-01,,Cash,On-time
CUST1029,2023-02,72.04679893168986,Card,On-time
CUST1029,2023-03,,Cash,On-time
CUST1029,2023-04,96.53821023315703,Card,
CUST1029,2023-05,39.367093302840395,Cash,Late
CUST1029,2023-06,25.48060538732419,Card,Late
CUST1029,2023-07,65.5860381865707,Card,Late
CUST1029,2023-08,23.27096779925356,Card,Late
CUST1029,2023-09,69.4347564409035,,Late
CUST1029,2023-10,78.29138589735201,Cash,
CUST1029,2023-11,67.83079490900792,Online,On-time
CUST1029,2023-12,91.03214706626565,Cash,Late
CUST1030,2023-01,36.786126647244906,,Late
CUST1030,2023-02,54.47364514807981,,On-time
CUST1030,2023-03,44.62342044383398,Card,On-time
CUST1030,2023-04,91.1029413372974,Card,On-time
CUST1030,2023-05,21.372134455729128,Online,Late
CUST1030,2023-06,50.00435095084289,Cash,On-time
CUST1030,2023-07,56.83414578932812,,Late
CUST1030,2023-08,90.80839880724163,Card,Late
CUST1030,2023-09,,Card,On-time
CUST1030,2023-10,72.37056207336762,Card,On-time
CUST1030,2023-11,27.31315014157529,Card,Late
CUST1030,2023-12,52.705111205872825,Cash,On-time
CUST1031,2023-01,47.99980182860946,Online,
CUST1031,2023-02,25.365412123223116,Cash,On-time
CUST1031,2023-03,,Card,
CUST1031,2023-04,38.0659510211227,Cash,
CUST1031,2023-05,51.486225611660636,Cash,Late
CUST1031,2023-06,82.66221450258956,Cash,On-time
CUST1031,2023-07,26.225877170973277,Cash,On-time
CUST1031,2023-08,53.647245932551535,Online,
CUST1031,2023-09,96.11709437966557,Cash,On-time
CUST1031,2023-10,89.48035124774167,Online,Late
CUST1031,2023-11,21.17791134890652,Online,On-time
CUST1031,2023-12,64.11922362810695,Cash,On-time
CUST1032,2023-01,90.30407664687411,Cash,On-time
CUST1032,2023-02,29.596496619855355,Online,On-time
CUST1032,2023-03,66.8387607336783,Online,On-time
CUST1032,2023-04,63.05603131278563,Cash,Late
CUST1032,2023-05,63.242340087114854,Card,On-time
CUST1032,2023-06,74.83780680362727,Card,On-time
CUST1032,2023-07,41.607660182691646,Card,On-time
CUST1032,2023-08,20.105170674450115,Online,Late
CUST1032,2023-09,63.720411049065575,Online,
CUST1032,2023-10,41.207312154195996,Cash,On-time
CUST1032,2023-11,61.40883819302601,Online,Late
CUST1032,2023-12,25.041342310029666,Cash,On-time
CUST1033,2023-01,49.441717555138055,Card,
CUST1033,2023-02,41.218199630289696,Card,On-time
CUST1033,2023-03,69.30357701846276,Card,On-time
CUST1033,2023-04,23.40197068152741,Cash,On-time
CUST1033,2023-05,57.43325055564354,Cash,Late
CUST1033,2023-06,48.66395308156659,Card,Late
CUST1033,2023-07,97.60516296161312,,Late
CUST1033,2023-08,82.51681166645108,Cash,On-time
CUST1033,2023-09,46.13673719843062,Online,On-time
CUST1033,2023-10,36.15505295534927,Online,Late
CUST1033,2023-11,52.075098879708754,Cash,On-time
CUST1033,2023-12,83.63639284976655,Card,On-time
CUST1034,2023-01,,Cash,On-time
CUST1034,2023-02,60.54267052658513,Online,On-time
CUST1034,2023-03,61.29848075335313,Cash,On-time
CUST1034,2023-04,93.33010255823834,Card,Late
CUST1034,2023-05,60.94451179508993,Online,On-time
CUST1034,2023-06,73.40672174388486,Online,
CUST1034,2023-07,57.45740768703753,Card,On-time
CUST1034,2023-08,49.92645978305626,Card,On-time
CUST1034,2023-09,99.10701062240749,Online,On-time
CUST1034,2023-10,70.66426611189371,Online,On-time
CUST1034,2023-11,91.69816458464867,Card,
CUST1034,2023-12,98.44463527274347,Card,On-time
CUST1035,2023-01,96.37198367909882,Card,On-time
CUST1035,2023-02,51.69761155854247,Card,On-time
CUST1035,2023-03,23.958801084309663,Online,Late
CUST1035,2023-04,70.07201863391938,Card,On-time
CUST1035,2023-05,44.51048295490317,Cash,On-time
CUST1035,2023-06,53.416174134288454,Cash,On-time
CUST1035,2023-07,44.19742615878768,Cash,On-time
CUST1035,2023-08,43.50695644975684,Online,On-time
CUST1035,2023-09,73.81700211894162,Online,Late
CUST1035,2023-10,42.81272236080539,,On-time
CUST1035,2023-11,63.810452110414204,Cash,On-time
CUST1035,2023-12,32.94186851077626,Card,On-time
CUST1036,2023-01,27.661430895970156,Card,On-time
CUST1036,2023-02,87.35667635346788,,On-time
CUST1036,2023-03,74.75083396736588,Cash,Late
CUST1036,2023-04,59.17153694552128,Card,On-time
CUST1036,2023-05,59.6172154137237,Card,On-time
CUST1036,2023-06,84.13262102464512,Cash,On-time
CUST1036,2023-07,50.80122970844937,Card,On-time
CUST1036,2023-08,67.90672117204673,,Late
CUST1036,2023-09,33.934576532234246,Card,Late
CUST1036,2023-10,98.9090321357505,Cash,Late
CUST1036,2023-11,89.92693700219496,Online,Late
CUST1036,2023-12,77.83764195543799,Cash,On-time
CUST1037,2023-01,,Cash,On-time
CUST1037,2023-02,,Card,On-time
CUST1037,2023-03,42.27859648342313,Card,On-time
CUST1037,2023-04,87.41559553782092,Card,Late
CUST1037,2023-05,98.16310028931537,Card,On-time
CUST1037,2023-06,,Card,Late
CUST1037,2023-07,,Card,Late
CUST1037,2023-08,25.561723220255637,Card,On-time
CUST1037,2023-09,87.98971428488437,Online,
CUST1037,2023-10,39.78757369146752,Cash,Late
CUST1037,2023-11,54.80727413596195,Cash,
CUST1037,2023-12,88.98393735792992,Card,On-time
CUST1038,2023-01,68.23581045524833,Cash,On-time
CUST1038,2023-02,72.78506562304479,Online,On-time
CUST1038,2023-03,33.36321308960147,Card,On-time
CUST1038,2023-04,91.01673854018478,Card,On-time
CUST1038,2023-05,69.42522238071113,Online,On-time
CUST1038,2023-06,38.2088462913418,,On-time
CUST1038,2023-07,29.472126731320223,Card,On-time
CUST1038,2023-08,42.73086913643188,Online,On-time
CUST1038,2023-09,23.656385971086998,Card,Late
CUST1038,2023-10,58.10608911350907,Card,Late
CUST1038,2023-11,45.32225201583758,Cash,On-time
CUST1038,2023-12,,,Late
CUST1039,2023-01,,Cash,On-time
CUST1039,2023-02,69.04111688415774,Card,On-time
CUST1039,2023-03,,Cash,Late
CUST1039,2023-04,37.702725273196606,Card,On-time
CUST1039,2023-05,64.7692004612061,Cash,
CUST1039,2023-06,65.61015798631317,Online,
CUST1039,2023-07,,Card,On-time
CUST1039,2023-08,81.02667402420273,Card,On-time
CUST1039,2023-09,27.581671327361565,Card,On-time
CUST1039,2023-10,84.94865783278223,Online,Late
CUST1039,2023-11,83.46502771199214,Cash,Late
CUST1039,2023-12,61.12342317425633,Card,Late
CUST1040,2023-01,63.43217051820954,Cash,On-time
CUST1040,2023-02,40.700131616145555,Card,On-time
CUST1040,2023-03,66.92715204435915,Cash,Late
CUST1040,2023-04,35.490674030417104,Card,Late
CUST1040,2023-05,36.50711028656711,Card,On-time
CUST1040,2023-06,20.009491592868002,Card,On-time
CUST1040,2023-07,75.6031501197923,Cash,Late
CUST1040,2023-08,98.15451334378523,Card,Late
CUST1040,2023-09,35.55730757261556,Online,On-time
CUST1040,2023-10,49.986445567002406,Card,On-time
CUST1040,2023-11,79.5377338247446,Online,On-time
CUST1040,2023-12,91.69582386235165,Card,On-time
CUST1041,2023-01,68.91930675058745,Card,On-time
CUST1041,2023-02,99.66764813730182,Card,
CUST1041,2023-03,36.02563888590571,Cash,Late
CUST1041,2023-04,43.31512666417022,Online,
CUST1041,2023-05,31.908544315995222,Online,Late
CUST1041,2023-06,95.74171851488168,Card,Late
CUST1041,2023-07,64.52991345919486,Card,Late
CUST1041,2023-08,56.67406992359325,Cash,On-time
CUST1041,2023-09,97.69395241119666,Online,On-time
CUST1041,2023-10,32.308004429382144,Cash,On-time
CUST1041,2023-11,84.19346297429625,Cash,On-time
CUST1041,2023-12,47.12614787095091,Cash,On-time
CUST1042,2023-01,72.29461325257083,Online,
CUST1042,2023-02,82.48934769672113,Card,Late
CUST1042,2023-03,78.3929051033891,Cash,Late
CUST1042,2023-04,24.94350485920166,Cash,On-time
CUST1042,2023-05,62.157045266039326,Cash,
CUST1042,2023-06,44.218350175176575,Card,On-time
CUST1042,2023-07,83.57834725890228,,On-time
CUST1042,2023-08,26.41661662509808,Online,On-time
CUST1042,2023-09,,Cash,On-time
CUST1042,2023-10,58.96123133602184,Cash,On-time
CUST1042,2023-11,51.618052057797314,Card,On-time
CUST1042,2023-12,88.85510804591915,Card,
CUST1043,2023-01,91.95414577390775,Online,On-time
CUST1043,2023-02,46.067527265994215,Cash,On-time
CUST1043,2023-03,81.17300441833959,Card,Late
CUST1043,2023-04,62.57359686849448,,Late
CUST1043,2023-05,76.92861820840233,,On-time
CUST1043,2023-06,52.03150835069218,Card,On-time
CUST1043,2023-07,65.19999769455325,Online,Late
CUST1043,2023-08,25.90963343259741,Card,On-time
CUST1043,2023-09,25.19388983838729,Cash,
CUST1043,2023-10,83.76614452502051,Cash,On-time
CUST1043,2023-11,86.35925384039271,Cash,On-time
CUST1043,2023-12,68.26759722494027,Card,On-time
CUST1044,2023-01,55.49906219289315,Card,On-time
CUST1044,2023-02,65.57755252267884,Cash,On-time
CUST1044,2023-03,23.98402263155014,Card,Late
CUST1044,2023-04,67.15047504073391,Cash,
CUST1044,2023-05,95.6442675013962,Card,Late
CUST1044,2023-06,70.63457428351911,Online,On-time
CUST1044,2023-07,24.196839432959525,Card,
CUST1044,2023-08,25.2215993960262,Cash,Late
CUST1044,2023-09,,Card,Late
CUST1044,2023-10,44.85348047295573,Online,On-time
CUST1044,2023-11,28.92763144390387,,
CUST1044,2023-12,22.710037152540004,,On-time
CUST1045,2023-01,69.2723786933261,Online,Late
CUST1045,2023-02,38.93093925068213,Online,Late
CUST1045,2023-03,99.57593272998798,Online,On-time
CUST1045,2023-04,53.1786109096112,Card,On-time
CUST1045,2023-05,96.81649657491786,Card,On-time
CUST1045,2023-06,84.93471197299574,Online,On-time
CUST1045,2023-07,39.36791658610752,Cash,On-time
CUST1045,2023-08,29.00436058924126,Cash,On-time
CUST1045,2023-09,43.95302241973062,Card,On-time
CUST1045,2023-10,49.25726857432377,Online,On-time
CUST1045,2023-11,63.46299805707899,,On-time
CUST1045,2023-12,92.94335522932818,Card,Late
CUST1046,2023-01,72.6979467381925,Card,
CUST1046,2023-02,46.34190713120701,Card,On-time
CUST1046,2023-03,50.79607071428377,Card,On-time
CUST1046,2023-04,33.26449888242338,Card,Late
CUST1046,2023-05,38.647525668964505,Online,On-time
CUST1046,2023-06,60.53505222466056,Card,On-time
CUST1046,2023-07,95.55503698839948,Card,On-time
CUST1046,2023-08,41.63347283217949,Cash,On-time
